case,activity,timestamp
Case 12377,CRA,2011/04/18 17:00:11.000
Case 15186,CRA,2011/04/18 17:00:11.000
Case 19159,CRA,2011/04/18 17:00:13.000
Case 11711,Process Creation,2011/04/18 17:00:35.000
Case 21038,Process Creation,2011/04/18 17:00:36.000
Case 11711,EngSupplierDesign Lead,2011/04/18 17:00:39.000
Case 21038,EngSupplierDesign Lead,2011/04/18 17:00:39.000
Case 16708,M_P,2011/04/18 17:00:44.000
Case 20610,M_P,2011/04/18 17:00:46.000
Case 9203,Process Creation,2011/04/18 17:00:47.000
Case 9203,EngSupplierDesign Lead,2011/04/18 17:00:48.000
Case 9203,WP Lead,2011/04/18 17:00:50.000
Case 9203,Stress WP Lead,2011/04/18 17:00:51.000
Case 15708,Process Creation,2011/04/18 18:00:15.000
Case 15708,EngSupplierDesign Lead,2011/04/18 18:00:17.000
Case 21038,Stress WP Lead,2011/04/19 08:00:50.000
Case 20610,ME Assembly Checker,2011/04/19 09:00:12.000
Case 16708,ME Assembly Checker,2011/04/19 09:00:17.000
Case 6409,Process Creation,2011/04/19 10:00:30.000
Case 6409,EngSupplierDesign Lead,2011/04/19 10:00:30.000
Case 6409,WP Lead,2011/04/19 10:00:32.000
Case 7695,Process Creation,2011/04/19 11:00:10.000
Case 16323,Process Creation,2011/04/19 11:00:11.000
Case 7695,EngSupplierDesign Lead,2011/04/19 11:00:12.000
Case 16323,EngSupplierDesign Lead,2011/04/19 11:00:13.000
Case 22433,Weight,2011/04/19 12:00:06.000
Case 2295,Weight,2011/04/19 12:00:07.000
Case 15709,Process Creation,2011/04/19 15:00:18.000
Case 12378,Process Creation,2011/04/19 15:00:51.000
Case 12378,EngSupplierDesign Lead,2011/04/19 15:00:52.000
Case 15710,Process Creation,2011/04/19 16:00:31.000
Case 15710,EngSupplierDesign Lead,2011/04/19 16:00:32.000
Case 8711,ME Fabrication Checker,2011/04/19 16:00:55.000
Case 9344,ME Fabrication Checker,2011/04/19 16:00:56.000
Case 16708,ME Fabrication Checker,2011/04/19 16:00:56.000
Case 20610,ME Fabrication Checker,2011/04/19 16:00:56.000
Case 15710,WP Lead,2011/04/19 17:00:15.000
Case 18093,Process Creation,2011/04/19 17:00:33.000
Case 19963,Process Creation,2011/04/19 17:00:36.000
Case 11712,Process Creation,2011/04/19 17:00:37.000
Case 11712,EngSupplierDesign Lead,2011/04/19 17:00:38.000
Case 18093,EngSupplierDesign Lead,2011/04/19 17:00:38.000
Case 19963,EngSupplierDesign Lead,2011/04/19 17:00:39.000
Case 6032,Process Creation,2011/04/19 17:00:48.000
Case 8035,Process Creation,2011/04/19 17:00:51.000
Case 8035,EngSupplierDesign Lead,2011/04/19 17:00:51.000
Case 8035,WP Lead,2011/04/19 17:00:53.000
Case 6409,Stress WP Lead,2011/04/19 17:00:54.000
Case 8035,Stress WP Lead,2011/04/19 17:00:54.000
Case 15187,Process Creation,2011/04/19 17:00:55.000
Case 15710,Stress WP Lead,2011/04/19 18:00:04.000
Case 23604,Process Creation,2011/04/19 18:00:05.000
Case 9204,Process Creation,2011/04/19 18:00:08.000
Case 15187,EngSupplierDesign Lead,2011/04/19 18:00:08.000
Case 9204,EngSupplierDesign Lead,2011/04/19 18:00:09.000
Case 23604,EngSupplierDesign Lead,2011/04/19 18:00:09.000
Case 9204,WP Lead,2011/04/19 18:00:10.000
Case 9204,Stress WP Lead,2011/04/19 18:00:11.000
Case 6032,EngSupplierDesign Lead,2011/04/19 19:00:08.000
Case 6032,WP Lead,2011/04/19 19:00:08.000
Case 6032,Stress WP Lead,2011/04/19 19:00:16.000
Case 7201,Process Creation,2011/04/19 19:00:16.000
Case 7201,EngSupplierDesign Lead,2011/04/19 19:00:18.000
Case 19963,Stress WP Lead,2011/04/20 09:00:46.000
Case 8711,Stress,2011/04/20 10:00:03.000
Case 15187,Stress WP Lead,2011/04/20 10:00:08.000
Case 23604,Stress WP Lead,2011/04/20 10:00:08.000
Case 13122,Process Creation,2011/04/20 10:00:33.000
Case 13122,EngSupplierDesign Lead,2011/04/20 10:00:34.000
Case 8711,Weight,2011/04/20 10:00:52.000
Case 9784,Process Creation,2011/04/20 10:00:57.000
Case 17390,WP Lead,2011/04/20 10:00:58.000
Case 19751,WP Lead,2011/04/20 10:00:58.000
Case 11385,Process Creation,2011/04/20 12:00:05.000
Case 7464,Process Creation,2011/04/20 12:00:07.000
Case 7464,EngSupplierDesign Lead,2011/04/20 12:00:08.000
Case 11385,EngSupplierDesign Lead,2011/04/20 12:00:09.000
Case 13989,Stress,2011/04/20 15:00:24.000
Case 8711,Design Lead,2011/04/20 15:00:58.000
Case 13989,Weight,2011/04/20 16:00:03.000
Case 2295,Stress,2011/04/20 16:00:05.000
Case 22433,Stress,2011/04/20 16:00:06.000
Case 2528,Process Creation,2011/04/20 16:00:10.000
Case 20587,Process Creation,2011/04/20 16:00:11.000
Case 2528,EngSupplierDesign Lead,2011/04/20 16:00:13.000
Case 20588,Process Creation,2011/04/20 16:00:14.000
Case 20588,EngSupplierDesign Lead,2011/04/20 16:00:15.000
Case 7696,Process Creation,2011/04/20 16:00:46.000
Case 7696,EngSupplierDesign Lead,2011/04/20 16:00:48.000
Case 16324,Process Creation,2011/04/20 16:00:48.000
Case 16324,EngSupplierDesign Lead,2011/04/20 16:00:48.000
Case 22433,Design Lead,2011/04/20 16:00:57.000
Case 2295,Design Lead,2011/04/20 16:00:58.000
Case 7202,Process Creation,2011/04/20 18:00:18.000
Case 9400,Process Creation,2011/04/20 18:00:31.000
Case 7202,EngSupplierDesign Lead,2011/04/20 18:00:35.000
Case 9400,EngSupplierDesign Lead,2011/04/20 18:00:35.000
Case 17390,Stress WP Lead,2011/04/20 18:00:38.000
Case 19751,Stress WP Lead,2011/04/20 18:00:38.000
Case 19072,Process Creation,2011/04/20 19:00:01.000
Case 19072,EngSupplierDesign Lead,2011/04/20 19:00:02.000
Case 19072,WP Lead,2011/04/20 19:00:03.000
Case 7464,WP Lead,2011/04/20 19:00:04.000
Case 11385,WP Lead,2011/04/20 19:00:04.000
Case 19072,Stress WP Lead,2011/04/20 19:00:34.000
Case 17292,Stress WP Lead,2011/04/20 19:00:35.000
Case 20003,Stress WP Lead,2011/04/20 19:00:35.000
Case 10939,Stress WP Lead,2011/04/20 19:00:36.000
Case 22655,Stress WP Lead,2011/04/20 19:00:37.000
Case 7696,Stress WP Lead,2011/04/21 09:00:01.000
Case 16324,Stress WP Lead,2011/04/21 09:00:02.000
Case 16708,Stress,2011/04/21 10:00:12.000
Case 20610,Stress,2011/04/21 10:00:12.000
Case 5714,Stress,2011/04/21 10:00:13.000
Case 21579,Stress,2011/04/21 10:00:13.000
Case 16708,Weight,2011/04/21 10:00:20.000
Case 20610,Weight,2011/04/21 10:00:21.000
Case 7203,Process Creation,2011/04/21 11:00:53.000
Case 7203,EngSupplierDesign Lead,2011/04/21 11:00:55.000
Case 19963,WP Lead,2011/04/21 12:00:22.000
Case 21038,WP Lead,2011/04/21 12:00:24.000
Case 7203,WP Lead,2011/04/21 12:00:27.000
Case 7203,Stress WP Lead,2011/04/21 12:00:39.000
Case 160,Process Creation,2011/04/21 12:00:44.000
Case 22200,Process Creation,2011/04/21 12:00:46.000
Case 20610,Design Lead,2011/04/21 12:00:52.000
Case 16708,Design Lead,2011/04/21 12:00:53.000
Case 5714,Design Lead,2011/04/21 12:00:57.000
Case 21579,Design Lead,2011/04/21 12:00:59.000
Case 9785,Process Creation,2011/04/21 14:00:01.000
Case 11713,Process Creation,2011/04/21 14:00:21.000
Case 11713,EngSupplierDesign Lead,2011/04/21 14:00:22.000
Case 11713,Stress WP Lead,2011/04/21 14:00:24.000
Case 18094,Process Creation,2011/04/21 14:00:38.000
Case 18094,EngSupplierDesign Lead,2011/04/21 14:00:40.000
Case 13989,Design Lead,2011/04/21 14:00:51.000
Case 9401,Process Creation,2011/04/21 15:00:06.000
Case 11713,WP Lead,2011/04/21 15:00:08.000
Case 18094,WP Lead,2011/04/21 15:00:08.000
Case 16324,WP Lead,2011/04/21 15:00:09.000
Case 7696,WP Lead,2011/04/21 15:00:10.000
Case 18846,Process Creation,2011/04/21 15:00:18.000
Case 24755,Process Creation,2011/04/21 15:00:20.000
Case 18846,EngSupplierDesign Lead,2011/04/21 15:00:21.000
Case 24755,EngSupplierDesign Lead,2011/04/21 15:00:21.000
Case 11342,Process Creation,2011/04/21 15:00:23.000
Case 11342,EngSupplierDesign Lead,2011/04/21 15:00:25.000
Case 23699,Process Creation,2011/04/21 15:00:27.000
Case 16506,Process Creation,2011/04/21 15:00:28.000
Case 16506,EngSupplierDesign Lead,2011/04/21 15:00:29.000
Case 23699,EngSupplierDesign Lead,2011/04/21 15:00:29.000
Case 20825,Process Creation,2011/04/21 15:00:31.000
Case 16282,Process Creation,2011/04/21 15:00:35.000
Case 16282,EngSupplierDesign Lead,2011/04/21 15:00:38.000
Case 21306,Process Creation,2011/04/21 15:00:40.000
Case 20825,EngSupplierDesign Lead,2011/04/21 15:00:41.000
Case 21306,EngSupplierDesign Lead,2011/04/21 15:00:41.000
Case 18775,Process Creation,2011/04/21 15:00:44.000
Case 12032,Process Creation,2011/04/21 15:00:46.000
Case 18775,EngSupplierDesign Lead,2011/04/21 15:00:47.000
Case 12032,EngSupplierDesign Lead,2011/04/21 15:00:48.000
Case 6409,CRA,2011/04/21 15:00:49.000
Case 17390,CRA,2011/04/21 15:00:49.000
Case 19751,CRA,2011/04/21 15:00:50.000
Case 6033,Process Creation,2011/04/21 16:00:07.000
Case 18094,Stress WP Lead,2011/04/21 16:00:10.000
Case 10940,Process Creation,2011/04/21 16:00:11.000
Case 15711,Process Creation,2011/04/21 16:00:15.000
Case 6409,ME Assembly Checker,2011/04/21 16:00:16.000
Case 15711,EngSupplierDesign Lead,2011/04/21 16:00:17.000
Case 22656,Process Creation,2011/04/21 16:00:18.000
Case 6034,Process Creation,2011/04/21 16:00:19.000
Case 20004,Process Creation,2011/04/21 16:00:19.000
Case 17293,Process Creation,2011/04/21 16:00:20.000
Case 6034,EngSupplierDesign Lead,2011/04/21 16:00:21.000
Case 8036,Process Creation,2011/04/21 16:00:22.000
Case 6409,Weight,2011/04/21 16:00:23.000
Case 8036,EngSupplierDesign Lead,2011/04/21 16:00:24.000
Case 17293,EngSupplierDesign Lead,2011/04/21 16:00:24.000
Case 20004,EngSupplierDesign Lead,2011/04/21 16:00:24.000
Case 10940,EngSupplierDesign Lead,2011/04/21 16:00:25.000
Case 22656,EngSupplierDesign Lead,2011/04/21 16:00:25.000
Case 10940,WP Lead,2011/04/21 16:00:27.000
Case 8036,WP Lead,2011/04/21 16:00:28.000
Case 17293,WP Lead,2011/04/21 16:00:28.000
Case 20004,WP Lead,2011/04/21 16:00:28.000
Case 22656,WP Lead,2011/04/21 16:00:28.000
Case 8036,Stress WP Lead,2011/04/21 16:00:31.000
Case 17293,Stress WP Lead,2011/04/21 16:00:31.000
Case 20004,Stress WP Lead,2011/04/21 16:00:32.000
Case 10940,Stress WP Lead,2011/04/21 16:00:33.000
Case 22656,Stress WP Lead,2011/04/21 16:00:33.000
Case 9402,Process Creation,2011/04/21 16:00:39.000
Case 17391,Process Creation,2011/04/21 16:00:45.000
Case 17391,EngSupplierDesign Lead,2011/04/21 16:00:46.000
Case 15711,WP Lead,2011/04/21 16:00:59.000
Case 6409,M_P,2011/04/21 17:00:01.000
Case 15711,Stress WP Lead,2011/04/21 17:00:01.000
Case 11714,Process Creation,2011/04/21 17:00:07.000
Case 11714,EngSupplierDesign Lead,2011/04/21 17:00:08.000
Case 6034,WP Lead,2011/04/21 17:00:13.000
Case 23889,Process Creation,2011/04/21 17:00:13.000
Case 23889,EngSupplierDesign Lead,2011/04/21 17:00:14.000
Case 6034,Stress WP Lead,2011/04/21 17:00:15.000
Case 4935,Process Creation,2011/04/21 17:00:16.000
Case 4935,EngSupplierDesign Lead,2011/04/21 17:00:17.000
Case 7906,Process Creation,2011/04/21 17:00:17.000
Case 7906,EngSupplierDesign Lead,2011/04/21 17:00:17.000
Case 7204,Process Creation,2011/04/21 17:00:22.000
Case 7204,EngSupplierDesign Lead,2011/04/21 17:00:25.000
Case 9402,EngSupplierDesign Lead,2011/04/21 17:00:25.000
Case 6326,Process Creation,2011/04/21 17:00:39.000
Case 6326,EngSupplierDesign Lead,2011/04/21 17:00:39.000
Case 7204,WP Lead,2011/04/21 17:00:42.000
Case 9402,WP Lead,2011/04/21 17:00:42.000
Case 9843,Process Creation,2011/04/21 17:00:49.000
Case 10731,Process Creation,2011/04/21 17:00:53.000
Case 9843,EngSupplierDesign Lead,2011/04/21 17:00:54.000
Case 10731,EngSupplierDesign Lead,2011/04/21 17:00:54.000
Case 6034,CRA,2011/04/21 18:00:02.000
Case 7204,Stress WP Lead,2011/04/21 18:00:08.000
Case 8036,CRA,2011/04/21 18:00:08.000
Case 20004,CRA,2011/04/21 18:00:08.000
Case 22656,CRA,2011/04/21 18:00:08.000
Case 9402,Stress WP Lead,2011/04/21 18:00:09.000
Case 10940,CRA,2011/04/21 18:00:09.000
Case 17293,CRA,2011/04/21 18:00:09.000
Case 6409,Stress,2011/04/21 18:00:16.000
Case 16860,Process Creation,2011/04/21 18:00:50.000
Case 22092,Process Creation,2011/04/21 18:00:51.000
Case 22570,Process Creation,2011/04/21 19:00:14.000
Case 22570,EngSupplierDesign Lead,2011/04/21 19:00:15.000
Case 9196,Process Creation,2011/04/21 19:00:18.000
Case 9196,EngSupplierDesign Lead,2011/04/21 19:00:20.000
Case 16861,Process Creation,2011/04/21 19:00:39.000
Case 22093,Process Creation,2011/04/21 19:00:40.000
Case 16861,EngSupplierDesign Lead,2011/04/21 19:00:41.000
Case 22093,EngSupplierDesign Lead,2011/04/21 19:00:41.000
Case 15351,Process Creation,2011/04/21 20:00:11.000
Case 15351,EngSupplierDesign Lead,2011/04/21 20:00:13.000
Case 18706,Process Creation,2011/04/21 20:00:13.000
Case 18706,EngSupplierDesign Lead,2011/04/21 20:00:13.000
Case 20004,ME Assembly Checker,2011/04/22 08:00:24.000
Case 10940,ME Assembly Checker,2011/04/22 08:00:25.000
Case 15351,WP Lead,2011/04/22 08:00:25.000
Case 17293,ME Assembly Checker,2011/04/22 08:00:25.000
Case 18706,WP Lead,2011/04/22 08:00:25.000
Case 16861,WP Lead,2011/04/22 08:00:26.000
Case 22093,WP Lead,2011/04/22 08:00:26.000
Case 22570,WP Lead,2011/04/22 08:00:26.000
Case 22656,ME Assembly Checker,2011/04/22 08:00:26.000
Case 16861,Stress WP Lead,2011/04/22 08:00:27.000
Case 22570,Stress WP Lead,2011/04/22 08:00:27.000
Case 15351,Stress WP Lead,2011/04/22 08:00:28.000
Case 18706,Stress WP Lead,2011/04/22 08:00:28.000
Case 22093,Stress WP Lead,2011/04/22 08:00:28.000
Case 10731,Stress WP Lead,2011/04/22 08:00:44.000
Case 11714,Stress WP Lead,2011/04/22 08:00:44.000
Case 8036,ME Assembly Checker,2011/04/22 08:00:57.000
Case 6034,ME Assembly Checker,2011/04/22 08:00:59.000
Case 17831,Process Creation,2011/04/22 10:00:07.000
Case 10633,Process Creation,2011/04/22 10:00:08.000
Case 11561,Process Creation,2011/04/22 10:00:10.000
Case 12864,Process Creation,2011/04/22 10:00:10.000
Case 11561,EngSupplierDesign Lead,2011/04/22 10:00:11.000
Case 2281,Process Creation,2011/04/22 10:00:13.000
Case 1867,Process Creation,2011/04/22 10:00:17.000
Case 7141,Process Creation,2011/04/22 10:00:18.000
Case 6071,Process Creation,2011/04/22 10:00:19.000
Case 8847,Process Creation,2011/04/22 10:00:19.000
Case 7554,Process Creation,2011/04/22 10:00:21.000
Case 10615,Process Creation,2011/04/22 10:00:21.000
Case 13198,Process Creation,2011/04/22 10:00:22.000
Case 160,EngSupplierDesign Lead,2011/04/22 10:00:23.000
Case 13198,EngSupplierDesign Lead,2011/04/22 10:00:23.000
Case 22200,EngSupplierDesign Lead,2011/04/22 10:00:23.000
Case 10633,EngSupplierDesign Lead,2011/04/22 10:00:24.000
Case 17831,EngSupplierDesign Lead,2011/04/22 10:00:24.000
Case 2281,EngSupplierDesign Lead,2011/04/22 10:00:25.000
Case 12864,EngSupplierDesign Lead,2011/04/22 10:00:25.000
Case 20004,M_P,2011/04/22 10:00:36.000
Case 17293,M_P,2011/04/22 10:00:37.000
Case 7141,EngSupplierDesign Lead,2011/04/22 10:00:40.000
Case 10940,M_P,2011/04/22 10:00:40.000
Case 1867,EngSupplierDesign Lead,2011/04/22 10:00:41.000
Case 22656,M_P,2011/04/22 10:00:41.000
Case 6071,EngSupplierDesign Lead,2011/04/22 10:00:42.000
Case 8847,EngSupplierDesign Lead,2011/04/22 10:00:43.000
Case 6034,M_P,2011/04/22 10:00:44.000
Case 7554,EngSupplierDesign Lead,2011/04/22 10:00:44.000
Case 10615,EngSupplierDesign Lead,2011/04/22 10:00:45.000
Case 2281,WP Lead,2011/04/22 10:00:51.000
Case 10633,WP Lead,2011/04/22 10:00:51.000
Case 12864,WP Lead,2011/04/22 10:00:51.000
Case 17831,WP Lead,2011/04/22 10:00:51.000
Case 160,WP Lead,2011/04/22 10:00:52.000
Case 1867,WP Lead,2011/04/22 10:00:52.000
Case 6071,WP Lead,2011/04/22 10:00:52.000
Case 7141,WP Lead,2011/04/22 10:00:52.000
Case 7554,WP Lead,2011/04/22 10:00:52.000
Case 8847,WP Lead,2011/04/22 10:00:52.000
Case 10615,WP Lead,2011/04/22 10:00:52.000
Case 22200,WP Lead,2011/04/22 10:00:53.000
Case 160,Stress WP Lead,2011/04/22 10:00:54.000
Case 22200,Stress WP Lead,2011/04/22 10:00:54.000
Case 7554,Stress WP Lead,2011/04/22 10:00:55.000
Case 10615,Stress WP Lead,2011/04/22 10:00:55.000
Case 8847,Stress WP Lead,2011/04/22 10:00:56.000
Case 8036,ME Fabrication Checker,2011/04/22 10:00:57.000
Case 20979,Process Creation,2011/04/22 10:00:57.000
Case 6071,Stress WP Lead,2011/04/22 10:00:58.000
Case 1867,Stress WP Lead,2011/04/22 10:00:59.000
Case 6409,ME Fabrication Checker,2011/04/22 10:00:59.000
Case 7141,Stress WP Lead,2011/04/22 10:00:59.000
Case 2281,Stress WP Lead,2011/04/22 11:00:00.000
Case 4935,WP Lead,2011/04/22 11:00:00.000
Case 17391,WP Lead,2011/04/22 11:00:00.000
Case 20979,EngSupplierDesign Lead,2011/04/22 11:00:00.000
Case 10633,Stress WP Lead,2011/04/22 11:00:01.000
Case 12864,Stress WP Lead,2011/04/22 11:00:01.000
Case 17831,Stress WP Lead,2011/04/22 11:00:01.000
Case 6034,ME Fabrication Checker,2011/04/22 11:00:14.000
Case 11714,WP Lead,2011/04/22 11:00:30.000
Case 8036,M_P,2011/04/22 12:00:23.000
Case 11562,Process Creation,2011/04/22 12:00:25.000
Case 13199,Process Creation,2011/04/22 12:00:27.000
Case 12379,Process Creation,2011/04/22 12:00:29.000
Case 11562,EngSupplierDesign Lead,2011/04/22 12:00:30.000
Case 13199,EngSupplierDesign Lead,2011/04/22 12:00:30.000
Case 12379,EngSupplierDesign Lead,2011/04/22 12:00:31.000
Case 12379,WP Lead,2011/04/22 12:00:41.000
Case 13199,WP Lead,2011/04/22 12:00:41.000
Case 12379,Stress WP Lead,2011/04/22 12:00:45.000
Case 13199,Stress WP Lead,2011/04/22 12:00:46.000
Case 21038,CRA,2011/04/22 12:00:46.000
Case 7696,CRA,2011/04/22 12:00:47.000
Case 16324,CRA,2011/04/22 12:00:47.000
Case 18094,CRA,2011/04/22 12:00:47.000
Case 18706,CRA,2011/04/22 12:00:47.000
Case 19963,CRA,2011/04/22 12:00:47.000
Case 7204,CRA,2011/04/22 12:00:48.000
Case 9402,CRA,2011/04/22 12:00:48.000
Case 15351,CRA,2011/04/22 12:00:48.000
Case 15711,CRA,2011/04/22 12:00:48.000
Case 16861,CRA,2011/04/22 12:00:48.000
Case 22093,CRA,2011/04/22 12:00:48.000
Case 7554,CRA,2011/04/22 12:00:51.000
Case 10615,CRA,2011/04/22 12:00:51.000
Case 7554,ME Assembly Checker,2011/04/22 12:00:58.000
Case 10615,ME Assembly Checker,2011/04/22 12:00:59.000
Case 15711,ME Assembly Checker,2011/04/22 13:00:04.000
Case 7204,ME Assembly Checker,2011/04/22 13:00:05.000
Case 9402,ME Assembly Checker,2011/04/22 13:00:05.000
Case 7696,ME Assembly Checker,2011/04/22 13:00:11.000
Case 16324,ME Assembly Checker,2011/04/22 13:00:11.000
Case 18094,ME Assembly Checker,2011/04/22 13:00:13.000
Case 22656,ME Fabrication Checker,2011/04/22 13:00:16.000
Case 10940,ME Fabrication Checker,2011/04/22 13:00:17.000
Case 17293,ME Fabrication Checker,2011/04/22 13:00:17.000
Case 20004,ME Fabrication Checker,2011/04/22 13:00:17.000
Case 6072,Process Creation,2011/04/22 13:00:29.000
Case 1868,Process Creation,2011/04/22 13:00:30.000
Case 12865,Process Creation,2011/04/22 13:00:31.000
Case 17832,Process Creation,2011/04/22 13:00:32.000
Case 22201,Process Creation,2011/04/22 13:00:33.000
Case 12865,EngSupplierDesign Lead,2011/04/22 13:00:34.000
Case 17832,EngSupplierDesign Lead,2011/04/22 13:00:34.000
Case 22201,EngSupplierDesign Lead,2011/04/22 13:00:34.000
Case 1868,EngSupplierDesign Lead,2011/04/22 13:00:35.000
Case 6072,EngSupplierDesign Lead,2011/04/22 13:00:35.000
Case 1868,WP Lead,2011/04/22 13:00:37.000
Case 6072,WP Lead,2011/04/22 13:00:37.000
Case 12865,WP Lead,2011/04/22 13:00:37.000
Case 17832,WP Lead,2011/04/22 13:00:37.000
Case 22201,WP Lead,2011/04/22 13:00:37.000
Case 6072,Stress WP Lead,2011/04/22 13:00:38.000
Case 1868,Stress WP Lead,2011/04/22 13:00:39.000
Case 12865,Stress WP Lead,2011/04/22 13:00:40.000
Case 17832,Stress WP Lead,2011/04/22 13:00:40.000
Case 22201,Stress WP Lead,2011/04/22 13:00:41.000
Case 15187,WP Lead,2011/04/22 13:00:48.000
Case 23604,WP Lead,2011/04/22 13:00:48.000
Case 7696,Stress,2011/04/22 14:00:11.000
Case 16324,Stress,2011/04/22 14:00:11.000
Case 18094,Stress,2011/04/22 14:00:11.000
Case 19963,ME Assembly Checker,2011/04/22 14:00:17.000
Case 21038,ME Assembly Checker,2011/04/22 14:00:18.000
Case 21038,M_P,2011/04/22 14:00:21.000
Case 7204,Stress,2011/04/22 14:00:22.000
Case 6034,Stress,2011/04/22 14:00:23.000
Case 7554,M_P,2011/04/22 14:00:23.000
Case 15711,Stress,2011/04/22 14:00:23.000
Case 10615,M_P,2011/04/22 14:00:24.000
Case 15711,M_P,2011/04/22 14:00:35.000
Case 9402,Stress,2011/04/22 14:00:38.000
Case 7204,M_P,2011/04/22 14:00:40.000
Case 17391,Stress WP Lead,2011/04/22 14:00:42.000
Case 9402,M_P,2011/04/22 14:00:45.000
Case 18094,M_P,2011/04/22 14:00:53.000
Case 7696,M_P,2011/04/22 14:00:55.000
Case 16324,M_P,2011/04/22 14:00:56.000
Case 19963,M_P,2011/04/22 15:00:01.000
Case 15711,Weight,2011/04/22 15:00:21.000
Case 17293,Stress,2011/04/22 15:00:23.000
Case 22656,Stress,2011/04/22 15:00:23.000
Case 8036,Stress,2011/04/22 15:00:24.000
Case 10940,Stress,2011/04/22 15:00:24.000
Case 20004,Stress,2011/04/22 15:00:24.000
Case 6034,Weight,2011/04/22 15:00:25.000
Case 7204,Weight,2011/04/22 15:00:27.000
Case 9402,Weight,2011/04/22 15:00:29.000
Case 4935,Stress WP Lead,2011/04/22 15:00:34.000
Case 8036,Weight,2011/04/22 15:00:46.000
Case 10940,Weight,2011/04/22 15:00:49.000
Case 20004,Weight,2011/04/22 15:00:53.000
Case 20004,Design Lead,2011/04/22 15:00:58.000
Case 8036,Design Lead,2011/04/22 15:00:59.000
Case 10940,Design Lead,2011/04/22 16:00:01.000
Case 17293,Weight,2011/04/22 16:00:03.000
Case 17293,Design Lead,2011/04/22 16:00:05.000
Case 22656,Weight,2011/04/22 16:00:05.000
Case 22656,Design Lead,2011/04/22 16:00:14.000
Case 23890,Process Creation,2011/04/22 16:00:21.000
Case 23890,EngSupplierDesign Lead,2011/04/22 16:00:22.000
Case 7907,Process Creation,2011/04/22 16:00:24.000
Case 7907,EngSupplierDesign Lead,2011/04/22 16:00:24.000
Case 19963,Stress,2011/04/22 16:00:24.000
Case 7554,Stress,2011/04/22 16:00:25.000
Case 10615,Stress,2011/04/22 16:00:25.000
Case 21038,Stress,2011/04/22 16:00:25.000
Case 11279,Process Creation,2011/04/22 16:00:28.000
Case 11279,EngSupplierDesign Lead,2011/04/22 16:00:29.000
Case 6034,Design Lead,2011/04/22 16:00:30.000
